text
1841-1889: Eugène Péligot held the chair “Chemistry Applied to the Arts” (created in 1819) at the Conservatoire des Arts et Métiers.
"Publication of ""Rapport adressé à messieurs les members de la Chambre de commerce de Paris sur l’exposition des produits de l’industrie autrichienne ouverte à Vienne le 15 mai 1845""."
"Péligot went to Austria with the directors of the Saint-Louis and Baccarat glass factories, on behalf of the Parisian chamber of commerce, to review the exhibition of Bohemian glass."
Bontemps invented red glass made with copper.
The company’s operation changed with the signature of a new treaty that renewed Maona’s rights in Chios.
The Ottomans conquer Chios.
"He is in charge of the Coloured and Ornamental departments, carried out the manufacture of optical glass in accordance with Lucas Chance’s patent of 1838, and generally advised and assisted in the glass business of the firm."
He dead at his house in King Street and buried at the parish church of St Peter's
"Aged eighty-four years, and was buried in a vault belonging to the minister, in the New Jerusalem Chapel, Manchester. Drinkwater paid for a decent burial. "
"When he died, he was 59 years old."
Extended Bounchon inventions by two means:a. Expanded the number of cords that could be handled by arranging the holes in rows. b. The perforated paper tape 
A spinning wheel is a device for spinning thread or yarn from fibres. 
"It was a precursor to later spinning machinery such as the spinning jenny and spinning frame, which displaced the spinning wheel during the Industrial Revolution."
The Spinning Jenny is a multi-spindle spinning frame.
"A moving carriage bearing the spindles stretched the thread as it pulled away from the body of the machine, imparting twist to the cotton at the same time. Then the spindles wound up the thread as the carriage returned, before the process started again."
"It was simple enough to be operated by a layman or even a strong child, small enough to fit into a farmhouse kitchen and effective enough to revolutionise the production of thread."
"It was a sort of half-way house, something to bridge the gap between the spinning wheel and the heavier, more complicated machinery that came later and required factory conditions in which to operate."
The Arts and Crafts movement was an international trend in the decorative and fine arts that began in Britain and flourished in Europe and North America between about 1880 and 1920.
Robert Lucas Chance bought the British Crown Glass Company's works in Spon Lane in 1824. The company specialised in making crown window glass. 
"The company ran into difficulty and its survival was guaranteed in 1832 by investment from Chance's brother, William who owned an iron factoring business in Great Charles Street, Birmingham. "
"After the partnership with the Hartley Brothers was dissolved in 1836, Lucas and William Chance became partners in the business, which was renamed Chance Brothers and Company."
"Led to the growth of larger, steam-powered mills allowing them to be concentrated in urban mill towns, like Manchester, which with neighbouring Salford had more than 50 mills by 1802."
The Seven Years' War was a global war fought between 1756 and 1763.
"It involved all five European great powers of the time plus many of the middle powers and spanned five continents, affecting Europe, the Americas, West Africa, India, and the Philippines. "
The Age of Enlightenment was an intellectual and philosophical movement that dominated the world of ideas in Europe during the 17th to 19th century.
Social and financial cohesiveness among the elite effectively barred all outsiders from entry into Krefeld’s silk and velvet trades. 
"1800-1820 Krefeld moves towards the manufacture of silk products, as its principal source of employment."
Cause:: Death of Hubert Gotzes
 Frederick the Great stayed in the family's Krefeld house after winning the Battle of Krefeld in 1758.
Company entered in the Commercial Register as defunct.
Hubert Gotzes dies
Hubert Gotzes Jr. left the business and continued independently the USA branch.
Jakob and Josef Gotzes took over the management of the business as executors of Hubert Gotzes will. 
"Jakob, Josef, Matthias and Hubert (junior) named as joint owners of the company. "
"Bontemps eventually closed his glassworks in 1848, following the revolution in France that year, and came to work for Chance Brothers in May 1850. "
"In 1833 Claudet invented the machine now generally used for cutting cylindrical glass, and for this invention he received the medal of the Society of Arts in 1853."
"In 1830, Robert Lucas Chance became great friends with Georges Bontemps, a leading director of a glassworks in France, who would later assist at Chance Brothers following his exile from France"
The Great Exhibition of the Works of Industry of All Nations or The Great Exhibition (sometimes referred to as the Crystal Palace Exhibition in reference to the temporary structure in which it was held)
"A huge fire destroyed the building on the 30th November 1936. The fire took 500 firemen and 90 fire engines to quell, with another 749 policemen to control the crowds "
"Witnesses described ""so much molten glass that it looked like a waterfall”, even “like a Niagra Falls ofmolten glass."" "
"Many religious refugees settled in and around the town, which formed part of a ""religious asylum""."
Population influx young men attracted to Krefeld by the higher earnings and ample employment opportunities resulting from industrial growth. Newcomers were pressed into the “residentiary” and tertiary sectors.
Many workshops producing ecclesiastical fabrics in Krefeld had to close down.
Mass of Paul VI. Vatican Council in 1962-65 when new regulations stipulated plainer liturgical vestments.
 The clergy was required to wear plainer robes.
The territory ruled by the House of Orange received the status of a “religious asylum”.
Active in HdS weaving workshop for the past 15 years
Mr. Göbels has converted the Jacquard loom point paper designs so that the patterns which are more than 100 years old can also be produced on modern weaving machines in Krefeld.
Prussia was incorporated as a state in the Weimar Republic. 
"Frederick crowned himself ""King in Prussia"" as Frederick I on 18 January 1701."
"Maurice died on 23 April 1625, with the siege still underway. Justin of Nassau surrendered Breda in June 1625 after a costly eleven-month siege."
Aged 43 years old
The utopian socialists revealed through their humanistic perceptions the advantages and disadvantages of the new socio-economic capitalist system  and proposed its reformation to socialist through the foundation of cooperatives.
"After the foundation of the Chios Mastic Growers Association, he stopped selling mastic. He continued to be a merchant of other local agricultural products."
During the 1820s the spread of Jacquard's reaches Manchester.
Died at Saint Capin on 24 May 1896.
An article on the calculating engine.
"Lovelace published a translation (from the French) of an article on the Analytical Engine by Luigi Menabrea, to which she added extensive notes of her own."
"During a trip to Turin to promote his work and find funding, Charles Babbage meets a mathematician named Luigi Federico Menabrea, who agreed to write a paper on the machine. "
Jacquard invented a mechanism for the weaving of sophisticated patterns. Jacquard worked on the Vaucanson's design to improve it. He produced a working prototype in 1790.
Ottomans conquered Chios and ended Genoan presence in the Aegean.
ALL DATES SHOULD BE MADE BC ! ! !
"He died in Thurii, Calabria (provided geoname) or Pella, Macedon."
"He mentions that, in ancient Greece, they chewed the dried resinous liquid that flows from the bark of the mastic tree. The young girls used to chew mastic in order to have a pleasant and fresh breath."
"Hubert junior, the youngest son (1893-?) attended the Institute St. Leon in Bruges (Belgium) in 1910 to complete a business apprenticeship when he was just 17 years old. "
"Hubert junior, the youngest son (1893-?) attended the Institute St. Leon in Bruges (Belgium) in 1910 to complete a business apprenticeship when he was just 17 years old and he returned to Krefeld in 1912."
"Hubert Hubert Gotzes Junior was sent by his father to Chicago in the USA. There Hubert junior set up a trading  company for the family business. In addition, Hubert jr. travelled around America acquiring orders and gradually building up the business. "
The documents of the Chamber of Industry and Commerce reveal that Hubert Gotzes junior who was managing the business in Chicago left the joint business in 1928.
"After giving up the production of paraments in the 1940s, Hubert Gotzes jr. worked as a manager for the night-time operations of the large printing firm R.R. Donnelley in Chicago"
"Hubert Richard worked his way up to the top of the company and in 1957 married Jane Lawson.  The couple had two daughters, Teresa and Jane."
"In 1908, Hubert Gotzes purchased the building in  Luisenstrasse 15, probably together with the entire workshop equipment and set up his business premises there.  The house had been built in 1867/68 by the silk producer Gottfried Diepers."
Jakob had opened his own ecclesiastical fabrics workshop in the adjacent house (Luisenstrasse 17) and he left the joint family business on 5th December 1930.
"Following the death of his aunt in 1969, Erwin Maus took over the management of the company.  When the last weaver died in 1989 it was no longer possible to continue production."
The “Crefeld Höhere Webschule” (College for Weaving)  based on that in Lyons opened in October 1855. It was the only college specifically teaching the skills needed in the silk sector.
In 1913 courses were also offered on Sundays to meet demand. 
"By 1901 the college had expanded to such an extent that it was divided into two sections, one concentrating on weaving and one on dyeing and dressing.  "
During the Second World War the college was damaged although teaching was sustained on a lower level than normal.
The college was re-opened in November 1945 as a textile engineering college
In1971 the college was amalgamated with several others in the region to form the “Fachhochschule Niederrhein” with campuses in Krefeld and Mönchengladbach.
The Counts of Moers made every effort to establish the Reformation early in their territory and the first Reformist preacher took up his post in 1561.
In 1702 Krefeld became Prussian and silk weaving became the most important economic factor with sales to the Prussian court in Berlin flourishing.
"From 1607 Mennonites arrived in Krefeld from neighboring Roman Catholic territories, such as nearby Gronau where they were persecuted. They sought refuge in the lands of the more tolerant House of Orange-Nassau, at the time rulers of Krefeld."
In 1785 Edmund Cartwright invented his first mechanical loom and continued to make improvements to it.  
The enhanced looms went on sale in 1820
"The company set up in 1842 and situated on the “Sudwall” subsequently set up a tailor’s workshop in order to offer clients the finished liturgical vestments.  Casaretto even exported his products to the Netherlands, Belgium, Switzerland and Austria."
Aged 36 years old
"In 1843, Ada Lovelace published a translation from the French of an article on the Analytical Engine by an Italian engineer, Luigi Menabrea, to which She added extensive notes of her own."
"Hollerith took what was perhaps the first step towards programming by introducing a wiring panel in his 1906 Type I Tabulator, allowing it to do different jobs without having to be rebuilt. "
"In 1924, a book on ecclesiastical textiles was published, which, among other things, mentions the following: “That is to say all textile accoutrements customary in churches and required for whatever purpose during the divine service.” "
The liturgical vestment in its traditional form was developed in the 13th century.
"In the 19th century, standard designs were determined for the liturgical vestments by the Roman Rites Congregation."
Aged 21 years old
German Emperor Otto III opened Charlemagne’s tomb in Aix-la-Chapelle and he wrapped the mortal remains of his predecessor in a magnificent cloth.
"In the 19th and 20th centuries, the shrine was opened again several times and the the pattern presented on Charlemagne's shrine was recorded in drawings and later photographed."
Aged 56 years old
Aged 65 years old
"In 1255, Louis IX of France donated his elephant to Henry III, who subsequently installed it in the Tower menagerie and later the Elephant Castle was introduced in heraldry."
"In 1572, the Italian Vida mentions in Ludus scachorum a castle (rocco) on the back of an elephant, which is often mentioned as the reason why the rook in chess is often called ""castle"" in several languages."
The first precise figures about the number of employees at Gotzes Company are found in documents from the Krefeld Chamber of Industry and Commerce dating from 1934. 
"A total of 19 employees was stated for 1938, 3 male workers – probably the weavers – and 6 female workers – embroiderers and needlewomen.  In addition, there were the apprentices, the employees who worked in the office and the sales representatives"
"In September 1945, immediately after the war, Gotzes company employed only 7 persons"
The total number of employees at Gotzes Company by 1957 was as many as 23
"By 1951, Gotzes Company had reached the number of 16 employees and workers."
"In 1955, The journeyman’s wages amounted to 90 Pfennig per hour"
Weaver at Gotzes Company
Died in Hastings Sussex after a lingering illness and buried at Battle.
"The Second Vatican Council addressed relations between the Catholic Church and the modern world. Among other things, it required the clergy to wear simpler robes."
He died of a heart attack at the age of 69
when she died she was 36 years old
"During the 1980s, only Andreas Friedenberg, was still employed in the Gotzes Company - the last surviving silk weaving workshop in Krefeld. After his death, in 1989, the weaving workshop closed and only sales were maintained."
"Bock died in Aachen April 30, 1899. The city of Aachen made Bock an honorary grave in the Campo Santo Teutonico in Rome, where a bronze plaque commemorates him. [Volume XXII (2003) Columns 128-135 ""Franz Johann Joseph Bock""]"
" In 1850, he became a chaplain at the Krefeld parish church of St. Dionysius and was there until April 1853."
Gottfried Diepers was a silk textile producer
In the municipal address book of 1871 the building no. 4 in the Mariannenstrasse was recorded as being undeveloped.
"The Istanbul pogrom resulted in a second wave of forceful immigration of Greek Turkish citizens after the destruction of Smirne. Immigrants brought together in Greece their traditions, including their culinary traditions and recipes."
He was hired by the Ministry of Agriculture and was placed in Chios.
The creation of Angel by Yiannoulis Chalepas
"He pointed out the use of mastic as anti-depressive, for a healthy stomach and as tooth filling."
"He proposed to eat mastic along with dates, wine and aloe. He also pointed out that it helps patients recuperate from heart diseases."
He notes that mastic is used to mummify human bodies.
He was named Heliogabalus only after his death because worshiping the god Val became more dominant in the Roman world.
"He mixed mastic oil and wine, producing the beverage 'masticatum'."
He died at a clinic in Chios from cancer at 10:40 a.m. He is buried at Kalimasia (his home village). His funeral expenses were covered by the Chios Gum Mastic Growers Association.
He used mastic as an ingredient in anti-itching cream.
He used mastic as a material for tooth filling and to restore appetite during pregnancy.
He used mastic in the production of sunscreens.
Andronikos II died as a monk and was buried in the Lips Monastery.
Aimon of Rans sold the domain to Martino Zaccaria.
"From the 7th century, Arab pirates marauding the coasts of the island destroyed its ports."
"After control of the Aegean was regained by the Byzantine Empire, powerful Byzantine families settled in Chios. The island’s economy developed and its port attracted merchants from the West."
Latin merchants traded in Byzantine ports with the privilege of lower tariffs while the Venetians enjoyed privileges of tax exemption. 
"From 1171, trade in Chios was controlled by the Venetians in exchange for naval protection. "
"Benedetto I Zaccaria married the sister of Emperor Michail VIII Palaiologos and acquired the region of Damalas, along with the monopoly of alum, as part of the dowry. "
"Benedetto I Zaccaria conquered Chios, Samos, Ikaria and Kos, which were marauded by pirates. "
Andronikos II Palaiologos exempted the Genoese from the payment of tariffs on all products except salt and mastic.
"Martino Zaccaria acquired permission from Pope John XXII to export mastic to Alexandreia, despite the fact that all Frankish trading activities in Egypt had been already banned. "
"Martino exiled his brother, Benedetto II Zaccaria, to Damala."
Martino Zaccaria solicited the support of Western rulers who acknowledged him as a monarch.
"Byzantine Emperor Andronikos III marched against Martino Zaccaria, and Chios came under Byzantine rule again."
"The treaty of 1347 granted the Maona company the rights to Chios and Phocaea for twenty years, until the loan would be repaid. Genoa kept the sovereignty, judicial power and the right to buy back the shares of the creditor members."
After 1350 shareholders gradually replaced the twenty-nine initial partners of Maona.
"All the leaseholder of the New Maona adopted the surname Giustiniani, from the name of a famous Genoan family."
Genoa sold to the leaseholders of Maona the exploitation rights for the island of Chios. 
The podestà of Chios issued a new decree ordering most rigorous punishment for transgressors. The punishment for stealing mastic varied from the payment of a fine – raised according to the amount stolen – to death by hanging. 
The secretary (notarius) of Chios began to have an assistant.
"Initially the podestà of Chios served for one year, but after 1558 he served for a four-year term."
"With a new treaty the government of Genoa accepted that the Maona company had the right to rent Chios and Phocaea for twelve years to twelve leaseholders, provided each would acquire one of twelve equal shares."
The Maona company pays a tax on the Sublime Porte equaling the one paid by the Chios residents after the conquest of the island. 
"We find the Chios mastic, among other aromatic substances, in three grades: highest grade (for the Sultan), tear and low-grade mastic. "
"The School of Chios was founded, an institution renowned throughout Greece, with twelve professors, its own printing house, and a library comprising 30,000 books."
The governor of Chios formally invited the islanders to return to Chios after the events of the massacre.
"The firman of the Sublime Porte ordered that property confiscated from Chiots be returned, exempt from the tithe, as before."
The Aga of Mastic stopped the operation of office in Chios.
"Very low temperatures in winter (in local dialect, the “kaftria”), destroyed a very large number of mastic trees."
"The Chios Gum Mastic Growers Association upgraded the machinery for the production of chewing gum by adding a machine to shape chicle into sheets and cut it as gum dragees, making the candy machine electrically driven and installing a fan. "
"The Chios Gum Mastic Growers Association upgraded the chewing gum confection unit. At first, there was one candy machine of 25 kilos capability, and afterward, eight candy machines of 400 kilos capability. "
The Agricultural Bank of Greece approved a medium-term loan to construct a basement and a floor on the east wing of the building of the Chios Gum Mastic Growers Association. 
France
Architect
Establishment of CERFAV
Assasination
Nikiforos Phokas freed Crete from the Arabs. He became concerned about the low moral standing and religious beliefs of the population after 137 years of Arab rule. There was unrest by the local population against the new Byzantine administration.
The formation of the community of timber artisans at Yecla.
Creation of the first furniture factory by Pedro Chinchilla Candela and Rafael Azorín Fernández. Together they produced furniture of the highest quality and finish.
"As a result of the termination of collaboration between the two partners, their factory was closed."
Establishment
"After the partnership broke with Fernadez, Chinchilla opened a new factory."
Pedro Chinchilla Candela and Rafael Azorín Fernández broke up their partnership.
Birth
"After the partnership broke with Chinchilla, Azorin opened a new factory."
"In the Valencia Exhibition in 1927-28, a dining room model manufactured in Yecla was awarded a prize. This model was later produced in large series to be sold in national markets."
Dissolution of COMED
Founder
The Yecla Furniture Fair was officially recognised by the Ministry of Commerce and in 1962 the first official edition was held under the name “Feria Provincial del Mueble e Industrias Afines” (Provincial Furniture and Related Industries Fair).
"Sculptor, painter, and architect. "
Dissolution
Marco Polo explorer brought a small jar from China back to Europe.
Chinese porcelain became a favourite among royalty in Europe.
"During the sixteenth century, the Portuguese and Dutch established commercial trade routes to China."
"During the sixteenth century, the Portuguese and Dutch established commercial trade routes to China and the European market for porcelain grew fast."
 China kept porcelain’s ingredients and production process a closely guarded secret.
"China kept porcelain’s ingredients and production process a closely guarded secret, inspiring scientists across Europe to experiment with materials and formulas."
"Throughout history there is evidence of the commercial and export activity of silversmithing products by the Ioannina Craftsmen in areas such as Belgrade, Venice, Bucharest, Prague, Vienna and even in Skopje and Russia."
"In recent years, the IOANNINE TRADITIONAL FARMING CENTER (KE.PA.VI.) was created. The center consists of 44 silversmithing workshops and aims to develop the silversmithing workshops and to promote and highlight the silversmithing products of Ioannina."
"The end for Kalarrites silversmithing came in the first decades of the 20th century, when the circumstances of the time led to the closure of the workshops in Kalarrites. But history was already written in silver letters."
"The Venetians occupied the island from 1207 to 1715, indicating the period of their control."
"During the Venetian occupation, marble crafts on the island saw new development. The favourable conditions, such as calm and security, the building of mansions and temples, and the availability of raw materials contributed to this development."
"Established his own workshop in Athens and had a successful career, creating numerous iconostasis and statues."
Stratis Fillipotis left the island at the age of 18 to study design and art at the Athens School of Fine Arts.
Attained certification to be permanently displayed at the Children’s Museum of Indianapolis in the United States.
"Establishment Of School of Silversmithing ""Georgios Stavros"""
"Dissolution Of School of Silversmithing ""Georgios Stavros"""
Establishment of Hellenic Manpower Employment Organization (O.A.E.D)
Establishment of School of silversmithing in Ioannina
Dissolution of School of silversmithing in Ioannina
"Between 1900 and 1909 the concentration of the Muslim population in the safety of the fortified cities of the island increased, accompanied by the abandonment of rural settlements."
 Prime Minister of the Cretan State and seven times Prime Minister of Greece
"Prince George, obeying Greece's wishes, attempted unsuccessfully since September 1900 to promote the demand for union through direct contacts with the Great Powers."
"?n March 20/April 2, 1901, Venizelos was removed from the Council of the High Commissioner by the decision of the High Commissioner, making him the leader of the opposition."
" In February 1905, Venizelos, as the head of the ""United Opposition,"" officially expressed the position that the only solution to all the problems of Crete was union, which, however, should follow a transitional stage of full autonomy. "
"Alexandros Zaimis was re-elected as Prime Minister a further five times. He was appointed Prime Minister under King Constantine I to succeed Venizelos in October 1915, but resigned a month later when his government failed to receive a vote of confidence."
"the Post-Revolutionary Revolution was organized in Vamos, and the General Revolutionary Assembly of the Cretans was established, which directed the actions of the revolutionaries from autumn 1895 to summer 1896"
"On July 26, 1896, the Revolutionary Assembly was formed in Tzitzifes, Apokoronas"
"The Great Powers (Italy, France, Austria-Hungary, Germany, Great Britain and Russia) did not accept the revolutionaries’ demands and decided to place the cities of Chania, Rethymno and Heraklion under international occupation."
Greece sent its army in February 1897 to occupy the island and prevent its international occupation. Military operations and diplomatic interventions followed.
"Archaeological evidence suggests that the first true synthetic glass was made in Lebanon and the coastal north Syria, Mesopotamia or ancient Egypt."
"At the turn of the 20th century, rich in their traditional know-how and ability to adapt, Lorraine manufactures ran at full speed. In 1900, Baccarat employed 2,400 workers, and Saint-Louis exceeded 2,000. New establishments were founded."
"But this golden age was not long in coming to an end: the stock market crash of 1929 and the social movements of the 1930s, then the Second World War marked ruptures"
"The Reims family received the seigneury of Vannes around 1724, certainly by purchase from the Ligniville family ( today we would write Lignéville). It then passed into the hands of Laurent Hocquet de Saint Léger before 1779."
"The death of Ernest Schmid in 1908 marked the end of the ""Schmid"" dynasty. It was Albert Bourbonneux, his son-in-law, who became manager on behalf of the company Les enfants d'Ernest Schmid. This direction opens a new industrial era."
"In 1911, the first Christian mayor, Stylianos Georgiou, was elected, succeeding the Muslim Mustafa Deliachmetakis."
"Some villages had permanent workshops, each with its own pottery area, medium-sized kiln, and outdoor clay processing area. Kendri primarily produced small vessels, while Thrapsano and Margarites were known for their pithos makers."
"Tinos and other Cycladic islands came under Venetian control from 1207 to 1715, following the Byzantine period. This occupation produced the “Golden Age” of Greek painting, sculpture, and the arts."
"The people of Tinos were initially taught about the craft of marble art by Phidias, whose ship, on the way to Delos, was forced by strong winds to shelter there. "
The capital of Greece was transferred to Athens in 1834.
"When the capital of Greece was transferred to Athens in 1834, the famous Tinian marble craftsmen and artists were invited to create the beautiful, classic marble pieces we celebrate today."
Tinian masons and their sons were employed in the reconstruction of the Stoa of Attalos in the 1950s in the Agora of Athens;
"He worked in Ioannis Filippotis’ workshop until 1966. From 1969 to today, he has been working and inspiring others to create marble art at his own workshop in Spitalia on Tinos."
"Pots that contained oils and ointments, exported from 18th century BC Crete, have been found at sites through the Aegean islands and mainland Greece, on Cyprus, along coastal Syria and in Egypt, showing the wide trading contacts of the Minoans."
"The finest achievements came in the Late Minoan period, pieces of which were widely exported around the Aegean civilizations and sometimes beyond, and are the high points of the Minoan pottery tradition."
"During the Venetian Occupation, 1205-1645, in the first period of intense hostilities (1205-1300), pottery production fell or remained stationary."
"The large centres, such as the village of Thrapsano continued to make use of water such as water jars, basins, flowerpots and storage jars (pithoi) until 1980."
"The large centres, such as the village of Margarites continued to make use of water such as water jars, basins, flowerpots and storage jars (pithoi) until 1980."
"The historical tradition of wood carving in the Region of Murcia is particularly related to carving thrones, altarpieces, and religious figures."
"By the end of the 16th century, there was a connection with Granadian artists like Alonso Cano and Pedro de Mena, whose works are associated with the Region of Murcia."
"Francisco Salzillo's exceptional craftsmanship in wood carving, stucco, and polychrome and gilding techniques, which transformed religious imagery into a spectacle for the senses."
New Alikarnassos was established in 1925 as a government settlement for housing refugees from Asia Minor.
"The University of Mountains and the Penelope Gandhi Mission, held on June 14, 2015, in Kalesa Heraklion, before sunrise, the extremely moving ceremony of Reciprocity and Solidarity of Linarios ."
"At a gathering in Australia, the lute player comes across the broken lute in the yard of a house."
"During a gathering, a child accidentally steps on it, causing significant damage."
"The original maker, the father of the current shop owner, recognizes the lute upon its return. The lute is brought to the son of the original maker for additional restoration."
"It accompanies various feasts and travels with musicians to Australia, among other places."
"The aunt weaves the towel for her dowry as a young girl, showcasing her skill and anticipation of future domestic life."
"The Nazis gather the women and children at the school, instructing them to salvage what they can from their homes. "
"As the Nazis gather the women and children at the school, instructing them to salvage what they can from their homes. The aunt chooses to take the towel among other items from her dowry."
"Following the wars and the loss of many men, the aunt remains unmarried and becomes involved in raising her brother's children after his death. "
"The aunt and her sister-in-law share household and economic responsibilities, working in fields, vineyards, and on the loom to support their family."
"The aunt and her sister-in-law manage to send the brother's children to university, reflecting their dedication to the children's future."
